"id","title","time","director","year","star","cost"
5431,"No Way Out (English Subtitled)   ","1 hour, 39 minutes","Joel Lamangan",2009,"Jean Garcia,Emilio Garcia","Buy SD $9.99,"
5432,"Christmas Lodge "," 90 minutes ","-",10/11/11,"Victoria Banks",$7.75
5433,"Inherent Vice (2014) (Blu-ray+DVD+UltraViolet Combo Pack) "," 148 minutes ","Paul Thomas Anderson",04/28/15,"Joaquin Phoenix",$24.99
5434,"127 Hours    ","1 hour, 34 minutes","Danny Boyle",2010,"James Franco, Kate Mara","Rent HD $3.99,Rent SD $2.99,Buy HD $12.99,Buy SD $13.99,"
5435,"Seabiscuit (Widescreen Edition) "," 141 minutes ",,12/16/03,"Tobey Maguire",$7.50
5436,"Valerie and Her Week of Wonders [Blu-ray] "," 76 minutes ","Jaromil Jire",06/30/15,"Jaroslava Schallerová",$22.49
5437,"Atlas Shrugged: Part 3    ","1 hour, 40 minutes","James Manera",2014,"Kristoffer Polaha, Laura Regan","Rent HD $3.99,Rent SD $2.99,Buy HD $12.99,Buy SD $14.99,"
5438,"Four Lions   ",,,,,"Buy SD $9.99,"
5439,"Classic Musicals - 50 Movie Pack: Royal Wedding - Second Chorus - Stage Door Canteen - Breakfast in Hollywood - Hi-De-Ho + 45 more! "," 3965 minutes ",,04/15/05,"Judy Garland",$11.56
5440,"Wild Tales    ","2 hours, 3 minutes","Damián Szifrón",2015,"Darío Grandinetti, María Marull","Buy HD $14.99,Buy SD $12.99,"
5441,"Enter the Dragon (40th Anniversary Edition) [Blu-ray] "," 98 minutes ","Various",06/11/13,"Various",$31.82
5442,"The Legend of Lizzie Borden "," 100 minutes ","Paul Wendkos",10/07/14,"Elizabeth Montgomery",$14.38
5443,"Last Resort    ","1 hour, 30 minutes","Lyman Dayton",2012,"Dave Buzzotta, Stephanie Dicker","Buy SD $14.99,"
5444,"AMC Tarzan the Fearless (1933)   ",,,,,"Buy SD $9.99,"
5445,"Forrest Gump    ","2 hours, 23 minutes","Robert Zemeckis",1994,"Tom Hanks, Rebecca Williams","Rent HD $3.99,Rent SD $2.99,Buy HD $14.99,Buy SD $9.99,"
5446,"TCM Greatest Classic Legends: Gene Kelly "," 460 minutes ","George Sidney",06/18/13,"Gene Kelly",$11.79
5447,"Yesterday, Today, and Tomorrow    ","1 hour, 59 minutes","Vittorio De Sica",1963,"Sophia Loren, Marcello Mastroianni","Buy SD $9.99,"
5448,"The BeastMaster "," 118 minutes ","Don Coscarelli",08/23/11,"Marc Singer",$9.03
5449,"Blast And Whisper    ","1 hour, 21 minutes","Mark Moran",2011,"Mehran Haq, Libertad Green","Buy SD $2.99,"
5450,"The Butterfly Effect    ","2 hours, 0 minutes","Eric Bress",2004,"Ashton Kutcher, Melora Walters","Buy HD $8.99,Buy SD $6.99,"
5451,"Chantal   ",,,,,"Buy SD $9.99,"
5452,"4 Film Favorites: Final Destination Collection [Blu-ray] "," 363 minutes ","Various",10/28/14,"Various",$15.00
5453,"A Beautiful Belly    ","1 hour, 34 minutes","Andrew Kenneth Gay",2014,"Chris Worley, Lauren Brown","Rent HD $2.99,Rent SD $1.99,Buy HD $7.99,Buy SD $4.99,"
5454,"What Dreams May Come    ","1 hour, 54 minutes","Vincent Ward",1998,"Robin Williams, Cuba Gooding Jr.","Rent HD $3.99,Rent SD $2.99,Buy HD $12.99,Buy SD $9.99,"
5455,"Lustful Illusions    ","1 hour, 20 minutes","Brian McNulty",2015,"A.J. Khan,Darian Caine","Rent SD $3.99,Buy HD $19.99,Buy SD $14.99,"
5456,"How Green Was My Valley   ",,,,,"Rent HD $3.99,Rent SD $2.99,Buy HD $12.99,Buy SD $13.99,"
5457,"Challenger   ",,,,,"Buy SD $7.96,"
5458,"Backroads and Lilies    ","1 hour, 38 minutes","Jefferson Moore",2013,"Christina Karis, Jefferson Moore","Rent SD $3.99,Buy HD $10.99,Buy SD $9.99,"
5459,"Law of Corruption (English Subtitled)   ","1 hour, 52 minutes","Oleg Stepchenko",2005,"Aleksey Kravchenko, Aleksandr Karpov","Buy SD $9.99,"
5460,"Safe House    ","1 hour, 56 minutes","Daniel Espinosa",2012,"Denzel Washington, Ryan Reynolds","Rent HD $3.99,Rent SD $2.99,Buy HD $9.99,Buy SD $9.99,"
5461,"Gettysburg    ","4 hours, 15 minutes","Ron Maxwell",1993,"Tom Berenger, Martin Sheen","Rent HD $3.99,Rent SD $2.99,Buy HD $12.99,Buy SD $9.99,"
5462,"Lucy Gallant   ",,,,,
5463,"Rage At Dawn - Color - 1955    ","1 hour, 28 minutes","Tim Whelan",2010,"Randolph Scott, Forrest Tucker","Buy SD $3.75,"
5464,"Step Up All In    ","1 hour, 52 minutes","Trish Sie",2014,"Ryan Guzman, Briana Evigan","Buy HD $14.99,Buy SD $12.99,"
5465,"War Horse    ","2 hours, 27 minutes","Steven Spielberg",2011,"Jeremy Irvine, Peter Mullan","Rent HD $3.99,Rent SD $2.99,Buy HD $19.99,Buy SD $14.99,"
5466,"The Night Stalker/The Night Strangler (Double Feature) "," 164 minutes ","Dan Curtis",08/24/04,"Darren McGavin",$29.98
5467,"Botany Bay   ",,,,,
5468,"Philomena    ","1 hour, 38 minutes","Stephen Frears",2013,"Judi Dench, Steve Coogan","Buy HD $7.99,Buy SD $7.99,"
5469,"Blowing Wild    ","1 hour, 30 minutes","Hugo Fregonese",1953,"Gary Cooper, Barbara Stanwyck","Buy SD $9.99,"
5470,"Freaks "," 62 minutes ","Tod Browning",09/13/05,"Wallace Ford",$11.60
5471,"Something Borrowed "," 112 minutes ","Luke Greenfield",08/16/11,"Kate Hudson",$4.71
5472,"The Outlaw Josey Wales "," 135 minutes ","Clint Eastwood",06/01/10,"Clint Eastwood",$3.74
5473,"Another Harvest Moon    ","1 hour, 29 minutes","Greg Swartz",2010,"Ernest Borgnine, Piper Laurie","Rent SD $3.99,Buy HD $10.99,Buy SD $9.99,"
5474,"Little Jerusalem (English Subtitled)   ","1 hour, 32 minutes","Karin Albou",2005,"Fanny Valette, Elsa Zylberstein","Buy SD $9.99,"
5475,"Suits: Cast and Creators Live at the Paley Center    ","1 hour, 6 minutes","The Paley Center for Media",2013,"Gabriel Macht,Patrick J. Adams","Buy SD $7.99,"
5476,"Erin Brockovich "," 132 minutes ","Steven Soderbergh",08/15/00,"Julia Roberts",$7.99
5477,"Betrayed: A Story of Three Women    ","1 hour, 33 minutes","William A. Graham",2013,"Meredith Baxter, Swoosie Kurtz","Buy SD $5.96,"
5478,"Dragon Tattoo Trilogy: Extended Edition "," 540 minutes ","Niels Arden Oplev",12/06/11,"Noomi Rapace",$25.43
5479,"Surveillance    ","1 hour, 38 minutes","Jennifer Chambers Lynch",2009,"Caroline Aaron, Hugh Dillon","Rent HD $3.99,Rent SD $2.99,Buy HD $4.99,Buy SD $4.99,"
5480,"Good Deeds "," 110 minutes ","Tyler Perry",06/12/12,"Tyler Perry",$5.00
5481,"Sex World "," 91 minutes ","Anthony Spinelli",05/12/15,"Annette Haven",$16.42
5482,"Diary of a Lost Girl [Blu-ray] "," 112 minutes ","Georg Wilhelm Pabst",10/20/15,"Louise Brooks",$19.99
5483,"Black Or White "," 121 minutes ",,05/05/15,"Bill Burr",$9.99
5484,"Bless You Prison    ","1 hour, 28 minutes","Nicolae Margineau",2008,"Maria Ploae,Dorina Lazar","Rent SD $2.99,Buy SD $9.99,"
5485,"The Song "," 116 minutes ",,02/10/15,"Alan Powell",$9.99
5486,"Jack "," 113 minutes ","Francis Ford Coppola",08/03/04,"Robin Williams",$4.95
5487,"Forev    ","1 hour, 29 minutes","Molly Green",2014,"Noël Wells, Matt Mider","Rent HD $3.99,Rent SD $2.99,Buy HD $9.99,Buy SD $7.99,"
5488,"The Magic of Ordinary Days - Hallmark "," 98 minutes ","Brent Shields",,"Keri Russell",$20.73
5489,"Kiss the Girls (1997) (BD) [Blu-ray] ",,"Gary Fleder",10/13/15,"Morgan Freeman",$9.69
5490,"Made Of Honor    ","1 hour, 42 minutes","Paul Weiland",2008,"Patrick Dempsey, Michelle Monaghan","Rent HD $3.99,Rent SD $2.99,Buy HD $12.99,Buy SD $9.99,"
5491,"Medicine Man "," 105 minutes ","John McTiernan",08/17/99,"Sean Connery",$5.51
5492,"Eternal Sunshine Of The Spotless Mind "," 108 minutes ","Michel Gondry",09/28/04,"Jim Carrey",$9.61
5493,"Flickering Lights   ","1 hour, 48 minutes","Anders Thomas Jensen",2007,"Søren Pilmark, Ulrich Thomsen","Buy SD $9.99,"
5494,"Splash    ","1 hour, 50 minutes","Ron Howard",1984,"Tom Hanks, Daryl Hannah","Rent HD $3.99,Rent SD $2.99,"
5495,"Zombie Werewolves Attack    ","1 hour, 12 minutes","John N. Carter",1984,"David Broadnax,Rita Jenrette","Rent SD $2.99,Buy HD $10.99,Buy SD $9.99,"
5496,"Grease (1978) / Grease 2 (1982) ",,,03/12/13,"John Travolta",$5.00
5497,"Songcatcher "," 109 minutes ","Maggie Greenwald",10/23/01,"Janet McTeer",$9.59
5498,"An Eye For An Eye   ",,,,,
5499,"Kate & Leopold / Serendipity "," 118 minutes ","James Mangold",04/26/11,"John Cusack",$4.88
5500,"Hatari "," 158 minutes ","Various",07/24/01,"Various",$4.00
5501,"Garden State    ","1 hour, 42 minutes","Zach Braff",2004,"Zach Braff, Kenneth Graymez","Rent HD $3.99,Rent SD $2.99,Buy HD $12.99,Buy SD $13.99,"
5502,"American History X "," 119 minutes ","Tony Kaye",01/08/08,"Edward Norton",$4.99
5503,"The Road To Love (English Subtitled)   ","1 hour, 11 minutes","Rémi Lange",2003,"Karim Tarek, Riyad Echahi","Buy SD $9.99,"
5504,"Children of Men [Blu-ray] "," 110 minutes ","Alfonso Cuaron",05/26/09,"Clive Owen",$9.49
5505,"Dangerous Remedy    ","1 hour, 50 minutes","Ken Cameron",2012,"Jeremy Sims, Susie Porter","Buy SD $5.99,"
5506,"Seven (Single Disc Edition) "," 127 minutes ","David Fincher",06/06/06,"Brad Pitt",$3.99
5507,"Go For Broke!    ","1 hour, 31 minutes","Robert Pirosh",1951,"Van Johnson, Lane Nakano","Rent SD $2.99,Buy SD $9.99,"
5508,"Rope "," 80 minutes ","Alfred Hitchcock",06/20/06,"James Stewart",$7.99
5509,"The Grapes of Wrath "," 129 minutes ","John Ford",04/06/04,"Henry Fonda",$18.79
5510,"Scotland Yard Investigator   ",,,,,
5511,"Crackie    ","1 hour, 33 minutes","Sherry White",2006,"Mary Walsh, Meghan Greeley","Buy SD $9.99,"
5512,"Love Surreal    ","1 hour, 34 minutes","Ryan Little",2005,"Shiri Appleby, Nick Zano","Rent HD $4.99,Rent SD $3.99,Buy HD $19.99,Buy SD $14.99,"
5513,"Aloft    ","1 hour, 37 minutes","Claudia Llosa",2015,"Jennifer Connelly,Cillian Murphy","Buy HD $14.99,Buy SD $13.99,"
5514,"Amazing Grace    ","1 hour, 59 minutes","Michael Apted",2007,"Ioan Gruffudd, Romola Garai","Rent HD $3.99,Rent SD $2.99,Buy HD $12.99,Buy SD $13.99,"
5515,"Wuthering Heights (HBO) "," 104 minutes ","William Wyler",01/15/13,"Merle Oberon",$9.79
5516,"Heartbeat    ","1 hour, 41 minutes","Sam Wood",2007,"Ginger Rogers, Jean-Pierre Aumont","Buy SD $4.99,"
5517,"Coen Brothers Collection (Blood Simple/Fargo/Miller's Crossing/Raising Arizona) [Blu-ray] "," 93 minutes ","Ethan Coen",08/30/11,"William H. Macy",$34.50
5518,"Where The Heart Is    ","2 hours, 0 minutes","Matt Williams",2000,"Natalie Portman, Ashley Judd","Rent HD $3.99,Rent SD $2.99,Buy HD $12.99,Buy SD $13.99,"
5519,"Shall We Dance? (1996) (English Subtitled)   ","2 hours, 0 minutes","Masayuki Suo",2005,"Kôji Yakusho, Tamiyo Kusakari","Rent HD $3.99,Rent SD $2.99,Buy HD $14.99,Buy SD $12.99,"
5520,"Saltwater    ","1 hour, 21 minutes","Charlie Vaughn",2012,"Ronnie Kerr, Ian Roberts","Buy SD $14.99,"
5521,"American Mind Control: MK Ultra    ","1 hour, 4 minutes","Bill Pitt",2014,"Bill Pitt,Paul Hughes","Rent HD $4.99,Rent SD $3.99,Buy HD $12.99,Buy SD $9.99,"
5522,"Wild Is The Wind   ",,,,,
5523,"This Revolution   ",,,,,"Buy SD $4.99,"
5524,"Beautiful Creatures    ","2 hours, 4 minutes","Richard LaGravenese",2013,"Alden Ehrenreich, Alice Englert","Rent HD $3.99,Rent SD $2.99,Buy HD $12.99,Buy SD $9.99,"
5525,"Step Up 2 The Streets "," 98 minutes ","Jon M. Chu",07/15/08,"Robert Hoffman",$7.50
5526,"Witness (1985) "," 112 minutes ","Peter Weir",08/23/05,"Harrison Ford",$5.90
5527,"Sheffey   ",,,,,"Rent SD $2.99,Buy SD $9.99,"
5528,"The Joy Luck Club    ","2 hours, 20 minutes","Wayne Wang",1993,"Kieu Chinh, Tsai Chin","Rent HD $3.99,Rent SD $2.99,Buy HD $17.99,Buy SD $9.99,"
5529,"The Endless Summer    ","1 hour, 32 minutes","Bruce Brown",1966,"Michael Hynson, Robert August","Rent SD $2.99,Buy HD $9.99,Buy SD $7.99,"
5530,"Othello (1995) "," 124 minutes ","Oliver Parker",03/08/13,"Laurence Fishburne",$17.99
5531,"Wrath of the Titans    ","1 hour, 40 minutes","Jonathan Liebesman",2012,"Sam Worthington, Liam Neeson","Rent HD $3.99,Rent SD $2.99,Buy HD $12.99,Buy SD $9.99,"
5532,"Staying Together   ",,,,,
5533,"Can't Be Heaven    ","1 hour, 35 minutes","Richard Friedman",2000,"Bryan Burke, Diane Ladd","Buy SD $5.99,"
5534,"Charlie St. Cloud    ","1 hour, 40 minutes","Burr Steers",2010,"Zac Efron, Charlie Tahan","Rent HD $3.99,Rent SD $2.99,Buy HD $12.99,Buy SD $9.99,"
5535,"Sin Nombre (English Subtitled)    ","1 hour, 37 minutes","Cary Joji Fukunaga",2009,"Marco Antonio Aguirre, Leonardo Alonso","Rent HD $3.99,Rent SD $2.99,Buy HD $12.99,Buy SD $9.99,"
5536,"Contagion (2011) "," 107 minutes ","Steven Soderbergh",01/03/12,"Marion Cotillard",$3.99
5537,"Belle Epine (English Subtitled)   ","1 hour, 15 minutes","Rebecca Zlotowski",2010,"Léa Seydoux, Anaïs Demoustier","Buy SD $9.99,"
5538,"No Reservations    ","1 hour, 45 minutes","Scott Hicks",2007,"Catherine Zeta-Jones, Aaron Eckhart","Rent HD $3.99,Rent SD $2.99,Buy HD $12.99,Buy SD $9.99,"
5539,"Julien & Claire    ","1 hour, 19 minutes","Adam Neustadter",2012,"Romain Bechetoille, Nicole Bernard II","Rent HD $2.99,Rent SD $1.99,Buy HD $5.99,Buy SD $4.99,"
5540,"Stepping High    ","1 hour, 35 minutes","Henri Charr",2013,"Palmer Davis, Amir M. Korangy","Rent SD $3.99,Buy HD $10.99,Buy SD $9.99,"
5541,"Real American Hero    ","1 hour, 30 minutes","Lou Antonio",1978,"Brian Dennehy, Forrest Tucker","Buy SD $9.99,"
5542,"The Da Vinci Code Extended Cut    ","2 hours, 55 minutes","Ron Howard",2006,"Tom Hanks, Audrey Tautou","Buy SD $9.99,"
5543,"Emma    ","2 hours, 2 minutes","Douglas McGrath",1996,"Gwyneth Paltrow, James Cosmo","Rent HD $3.99,Rent SD $2.99,Buy HD $6.99,Buy SD $6.99,"
5544,"First Winter   ",,,,,"Rent SD $3.99,Buy HD $10.99,Buy SD $9.99,"
5545,"Gattaca "," 131 minutes ","Andrew Niccol",06/30/98,"Ernest Borgnine",$6.84
5546,"Boulevard "," 88 minutes ","Dito Montiel",09/01/15,"Robin Williams",$10.98
5547,"Girlfriend 19    ","1 hour, 17 minutes","Christopher J. Boghosian",2013,"Cassidy Brown, Chris Ivan Cevic","Rent HD $2.99,Rent SD $1.99,Buy HD $5.99,Buy SD $4.99,"
5548,"A Summer Place "," 130 minutes ","Delmer Daves",02/06/07,"Richard Egan",$8.39
5549,"Big Combo, The - 1955 (Digitally Remastered Version)    ","1 hour, 25 minutes","Joseph H. Lewis",2011,"Cornel Wilde, Richard Conte","Buy SD $5.99,"
5550,"Let Me In    ","1 hour, 56 minutes","Matt Reeves",2010,"Kodi Smit-McPhee, Chloë Grace Moretz","Rent HD $3.99,Rent SD $2.99,Buy HD $4.99,Buy SD $4.99,"
5551,"Pay It Forward "," 123 minutes ","Mimi Leder",11/03/09,"Kevin Spacey",$8.91
5552,"The Last House on the Left / The Strangers / A Perfect Getaway Triple Feature [Blu-ray] "," 607 minutes ","Bryan Bertino",10/09/12,"Tony Goldwyn",$9.95
5553,"Field of Dreams    ","1 hour, 47 minutes","Phil Alden Robinson",1989,"Kevin Costner, Amy Madigan","Rent HD $3.99,Rent SD $2.99,Buy HD $12.99,Buy SD $9.99,"
5554,"3 Days of the Condor/ All the Presidents Men [Blu-ray] "," 255 minutes ","Various",10/15/13,"Various",$7.99
5555,"Pleasantville (1998) "," 134 minutes ","Gary Ross",02/08/11,"Tobey Maguire",$4.88
5556,"Snow on Tha Bluff    ","1 hour, 19 minutes","Damon Russell",2012,"Curtis Snow, Young Blo","Rent SD $3.99,Buy HD $12.99,Buy SD $9.99,"
5557,"Beaches    ","2 hours, 4 minutes","Garry Marshall",1988,"Bette Midler, Barbara Hershey","Rent HD $3.99,Rent SD $2.99,Buy HD $17.99,Buy SD $9.99,"
5558,"Fried Green Tomatoes (Widescreen Collector's Edition) "," 137 minutes ","Jon Avnet",12/15/98,"Kathy Bates",$12.98
5559,"The Texas Chain Saw Massacre: 40th Anniversary [Blu-ray] "," 83 minutes ","Tobe Hooper",09/16/14,"William Vail",$13.99
5560,"Beasts of the Southern Wild    ","1 hour, 34 minutes","Benh Zeitlin",2012,"Quvenzhané Wallis, Dwight Henry","Rent HD $3.99,Rent SD $2.99,Buy HD $12.99,Buy SD $13.99,"
5561,"The Joy Luck Club "," 139 minutes ","Wayne Wang",06/04/02,"Ming-Na Wen",$4.99
5562,"The Game    ","2 hours, 9 minutes","David Fincher",1997,"Michael Douglas, Sean Penn","Rent HD $3.99,Rent SD $2.99,Buy HD $12.99,Buy SD $9.99,"
5563,"Sleeping With the Enemy "," 99 minutes ","Joseph Ruben",09/02/03,"Julia Roberts",$4.99
5564,"Blue Hawaii "," 101 minutes ",,05/02/00,"Joan Blackman",$4.00
5565,"Light of Freedom   ",,,,,"Buy HD $10.99,Buy SD $9.99,"
5566,"Portrait Of A Stripper   ",,,,,"Buy SD $9.99,"
5567,"Blue is the Warmest Color (English Subtitled)    ","3 hours, 0 minutes","Abdellatif Kechiche",2013,"Léa Seydoux, Adèle Exarchopoulos","Rent HD $4.99,Rent SD $3.99,Buy HD $14.99,Buy SD $12.99,"
5568,"Cast Alaska    ","1 hour, 19 minutes","Kevin Morris",2011,"Bobbi Holsman, David Holsman","Rent HD $3.99,Rent SD $2.99,Buy HD $9.99,Buy SD $7.99,"
5569,"The Year My Voice Broke   ",,,,,
5570,"Phantom Of The Opera at the Royal Albert Hall-25th Anniversary Celebration    ","2 hours, 41 minutes","Nick Morris",2012,"Ramin Karimloo, Sierra Boggess","Rent HD $3.99,Rent SD $2.99,Buy HD $12.99,Buy SD $9.99,"
5571,"The Longest Day "," 178 minutes ","Andrew Marton",05/21/02,"John Wayne",$10.77
5572,"Thank You for Smoking    ","1 hour, 33 minutes","Jason Reitman",2006,"Joan Lunden, Eric Haberman","Rent HD $3.99,Rent SD $2.99,Buy HD $12.99,Buy SD $13.99,"
5573,"The Social Network (Two-Disc Collector's Edition) "," 120 minutes ","David Fincher",01/11/11,"Jesse Eisenberg",$7.00
5574,"Glory Road (Widescreen Edition) "," 118 minutes ","James Gartner",06/06/06,"Josh Lucas",$5.00
5575,"Legend Of Bagger Vance, The "," 126 minutes ","Robert Redford",04/03/01,"Matt Damon",$8.16
5576,"Legends of the Fall (Special Edition) "," 133 minutes ","Edward Zwick",10/17/00,"Brad Pitt",$5.00
5577,"All the President's Men (Two-Disc Special Edition) "," 138 minutes ","Alan J. Pakula",02/21/06,"Dustin Hoffman",$22.19
5578,"Moulin Rouge! (Widescreen Edition) "," 127 minutes ","Baz Luhrmann",01/14/03,"Nicole Kidman",$4.74
5579,"Interview with the Vampire: The Vampire Chronicles "," 123 minutes ","Neil Jordan",04/27/10,"Tom Cruise",$5.00
5580,"Now and Forever (English Subtitled)    ","1 hour, 47 minutes","Seong-jung Kim",2006,"Ji-Woo Choi, Seong-guk Choi","Buy SD $7.99,"
5581,"Yojimbo & Sanjuro (The Criterion Collection) [Blu-ray] "," 206 minutes ","Akira Kurosawa",03/23/10,"Toshirô Mifune",$40.99
5582,"The Sorcerer's Apprentice    ","1 hour, 50 minutes","Jon Turteltaub",2010,"Nicolas Cage, Jay Baruchel","Rent HD $3.99,Rent SD $2.99,Buy HD $17.99,Buy SD $9.99,"
5583,"Soylent Green "," 97 minutes ","Richard Fleischer",03/25/08,"Charlton Heston",$9.39
5584,"La Leon (English Subtitled)   ","1 hour, 20 minutes","Santiago Otheguy",2007,"Jorge Román, Daniel Valenzuela","Buy SD $9.99,"
5585,"Mary Shelley's Frankenstein    ","2 hours, 4 minutes","Kenneth Branagh",1994,"Robert De Niro, Kenneth Branagh","Buy HD $12.99,Buy SD $9.99,"
5586,"The Wolfman (2010) [Blu-ray] "," 222 minutes ",,06/01/10,"Anthony Hopkins",$7.23
5587,"Love, Chunibyo & Other Delusions, Collector's Edition  [Blu-ray] "," 325 minutes ","Emily Neves",02/24/15,"Leraldo Anzaldua",$66.58
5588,"Funny Girl "," 155 minutes ","William Wyler",10/23/01,"Walter Pidgeon",$8.08
5589,"Tootsie - 25th Anniversary Edition "," 116 minutes ","Sydney Pollack",02/05/08,"Dustin Hoffman",$8.14
5590,"The Wings of Eagles "," 110 minutes ","John Ford",05/22/07,"John Wayne",$7.89
5591,"Just One of the Guys "," 100 minutes ","Lisa Gottlieb",02/24/04,"Sherilyn Fenn",$6.59
5592,"Never Back Down    ","1 hour, 54 minutes","Jeff Wadlow",2008,"Sean Faris, Amber Heard Depp","Rent SD $2.99,Buy SD $13.99,"
5593,"Othello (1995)    ","2 hours, 4 minutes","Oliver Parker",1995,"Laurence Fishburne, Irène Jacob","Rent HD $3.99,Rent SD $2.99,Buy HD $17.99,Buy SD $9.99,"
5594,"2001: A Space Odyssey    ","2 hours, 29 minutes","Stanley Kubrick",1968,"Keir Dullea, Gary Lockwood","Rent HD $3.99,Rent SD $2.99,Buy HD $12.99,Buy SD $9.99,"
5595,"As Night Comes    ","1 hour, 45 minutes","Richard Zelniker",2015,"Luke Baines, Myko Olivier","Rent HD $4.99,Rent SD $3.99,Buy HD $12.99,Buy SD $9.99,"
5596,"Toonimals: The Cat   ",,,,,"Buy SD $4.11,"
5597,"PU-239    ","1 hour, 38 minutes","Scott Z. Burns",2007,"Paddy Considine, Oscar Isaac","Buy HD $9.99,Buy SD $7.99,"
5598,"The Witches of Eastwick (Keepcase) "," 118 minutes ","George Miller",08/01/06,"Jack Nicholson",$4.99
5599,"Becoming Jane    ","2 hours, 1 minute","Julian Jarrold",2007,"Anne Hathaway, James McAvoy","Rent HD $3.99,Rent SD $2.99,Buy HD $8.99,Buy SD $6.99,"
5600,"On the Waterfront (Special Edition) "," 108 minutes ","Elia Kazan",10/23/01,"Marlon Brando",$10.25
5601,"Mud    ","2 hours, 11 minutes","Jeff Nichols",2013,"Matthew McConaughey, Reese Witherspoon","Rent HD $3.99,Rent SD $2.99,Buy HD $14.99,Buy SD $13.99,"
5602,"Convoy "," 110 minutes ","Sam Peckinpah",04/28/15,"Kris Kristofferson",$8.99
5603,"Hamlet (1990) "," 134 minutes ","Franco Zeffirelli",02/08/05,"Mel Gibson",$8.79
5604,"Drop [Blu-ray] "," 107 minutes ",,01/20/15,"James Gandolfini",$24.99
5605,"Of Horses and Men    ","1 hour, 21 minutes","Benedikt Erlingsson",2015,"Ingvar Eggert Sigurðsson, Charlotte Bøving","Rent HD $4.99,Rent SD $3.99,Buy HD $12.99,Buy SD $9.99,"
5606,"Come Next Spring   ",,,,,
5607,"The Third Man    ","1 hour, 45 minutes","Carol Reed",1950,"Joseph Cotten, Alida Valli","Rent HD $3.99,Rent SD $2.99,Buy HD $14.99,Buy SD $12.99,"
5608,"The Big Sleep (1946)    ","1 hour, 54 minutes","Howard Hawks",1946,"Humphrey Bogart, Lauren Bacall","Rent SD $2.99,Buy SD $9.99,"
5609,"Henry IV - Part I    ","2 hours, 0 minutes","Richard Eyre",2013,"Alun Armstrong, Joe Armstrong","Rent HD $3.99,Rent SD $2.99,Buy HD $12.99,Buy SD $9.99,"
5610,"David and Lisa   ",,,,,
5611,"Cannery Row "," 120 minutes ","David S. Ward",01/27/09,"Nick Nolte",$10.43
5612,"Strange Fruit   ",,,,,"Buy SD $14.99,"
5613,"The Boondock Saints II: All Saints Day "," 117 minutes ",,03/09/10,"Sean Patrick Flanery",$4.99
5614,"The Pianist "," 150 minutes ","Roman Polanski",08/22/06,"Adrien Brody",$9.61
5615,"No Heart Feelings    ","1 hour, 20 minutes","Sarah Lazarovic",2010,"Alison Broverman, Mitchell F. Chan","Buy SD $9.99,"
5616,"Five Branded Women   ",,,,,
5617,"Cinderella Man    ","2 hours, 25 minutes","Ron Howard",2005,"Russell Crowe, Renée Zellweger","Rent HD $3.99,Rent SD $2.99,Buy HD $12.99,Buy SD $9.99,"
